OBJECTID,HSISID,NAME,ADDRESS1,ADDRESS2,CITY,STATE,POSTALCODE,PHONENUMBER,RESTAURANTOPENDATE,FACILITYTYPE,PERMITID,X,Y,GEOCODESTATUS
1106587,04092160055,The Covington Foodservice,4510 Duraleigh RD,,RALEIGH,NC,27612,(919) 791-1981,2006/06/30 00:00:00+00,Institutional Food Service,10257,-78.71335321,35.83943618,M
1106588,04092017544,FIRST WATCH BRADFORD,1325 BRADFORD VIEW DR ,,CARY,NC,27513,(919) 655-8005,2017/03/06 00:00:00+00,Restaurant,10285,-78.84569222,35.79251025,M
1106589,04092030331,CURRY IN A HURRY (WCID #599),506 PERSHING RD ,,RALEIGH,NC,27608,(919) 606-4285,2017/04/28 00:00:00+00,Mobile Food Units,10300,-78.63363931,35.80442156,M
1106590,04092017299,WENDY'S #6323,2007 NW CARY PKY ,,MORRISVILLE,NC,27560-5908,(919) 465-4288,2016/08/26 00:00:00+00,Restaurant,10307,-78.81235031,35.80538619,M
1106591,04092017566,SEASONS 52 #4547,4325-2100 GLENWOOD AVE ,,RALEIGH,NC,27612,(919) 787-3052,2017/03/23 00:00:00+00,Restaurant,10260,-78.67658819,35.8395892,M
1106592,04092012875,Ruckus Pizza,2233 AVENT FERRY RD ,,RALEIGH,NC,27606-2138,(919) 835-2002,1999/02/18 00:00:00+00,Restaurant,10342,-78.67605091,35.77835817,M
1106593,04092021313,Papa John's Pizza #1734,8101 Brier Leaf LN Ste 105,,RALEIGH,NC,27617,(919) 523-4592,2005/03/14 00:00:00+00,Food Stand,10353,-78.78517004,35.91133497,M
1106594,04092016381,POPEYES #11378,1701 PINEWINDS DR ,,RALEIGH,NC,27603,(919) 329-0069,2013/03/04 00:00:00+00,Restaurant,10378,-78.65506548,35.7164361,M
1106595,04092018457,Peno Mediterranean Grill,9424 Falls of Neuse RD ,Suite 100,RALEIGH,NC,27615,(919) 977-4513,2020/09/18 00:00:00+00,Restaurant,10382,-78.60286042,35.90143714,M
1106596,04092017634,RESIDENCE INN DOWNTOWN RALEIGH,616 S SALISBURY ST ,,RALEIGH,NC,27601,(919) 856-0017,2017/06/27 00:00:00+00,Restaurant,10383,-78.64078384,35.77259393,M
1106597,04092110082,Penny Road Elementary Cafeteria,10900 PENNY RD ,,RALEIGH,NC,27606-9118,(919) 387-2143,1991/09/16 00:00:00+00,Public School Lunchrooms,10319,0,0,U
1106598,04092017320,BJ'S RESTAURANT,5707 DILLARD DR ,,CARY,NC,27518,(919) 710-8170,2016/09/12 00:00:00+00,Restaurant,10384,-78.74369156,35.75540712,M
1106599,04092017319,PUBLIX #1514 DELI,1030 FORESTVILLE RD ,,WAKE FOREST,NC,27587,(919) 556-6671,2016/08/30 00:00:00+00,Restaurant,10387,-78.5075981,35.94611021,M
1106600,04092040326,WICKED LINKS #2 (WCID #494),11800 GALAXY DRIVE,,WAKE FOREST,NC,27587,(919) 855-8548,2014/08/16 00:00:00+00,Pushcarts,10406,-78.53891541,35.96854995,M
1106601,04092021534,The Fresh Market Meat/Seafood,6325 Falls of Neuse RD ,,RALEIGH,NC,27615,(919) 872-8501,2008/04/25 00:00:00+00,Food Stand,10413,-78.62251606,35.86922851,M
1106602,04092021531,Domino's #8820,6213-102 Rock Quarry  RD ,,RALEIGH,NC,27610,(919) 779-4443,2008/06/12 00:00:00+00,Food Stand,10362,-78.54886724,35.7226095,M
1106603,04092018256,Sir Walter Coffee + Kitchen,242 S MAIN ST,118,HOLLY SPRINGS,NC,27540-9094,(919) 390-2150,2019/12/05 00:00:00+00,Restaurant,10417,-78.83395027,35.64920445,M
1106604,04092040387,A & R Crazy Dogs (WCID #729),10125 DIVISION DR,,RALEIGH,NC,27603-5664,(212) 658-1880,2020/08/27 00:00:00+00,Pushcarts,10420,-78.7114342,35.63398295,M
1106605,04092018164,DUNKIN' #347369,8710-100 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 784-0050,2019/08/28 00:00:00+00,Restaurant,10377,-78.74503936,35.88736454,M
1106606,04092017536,MCDONALDS #29233 BRIER CREEK WALMART,10050 GLENWOOD AVE ,,RALEIGH,NC,27617,(919) 957-8404,2017/03/13 00:00:00+00,Restaurant,10422,-78.77801463,35.91234038,M
1106607,04092018374,Peak City Hots,841 Perry  RD ,,APEX,NC,27502,(919) 446-6344,2020/05/26 00:00:00+00,Restaurant,10423,-78.84486569,35.71972699,M
1106608,04092017453,CRAWFORD AND SON,618 N PERSON ST ,,RALEIGH,NC,27604,(919) 307-4647,2016/11/01 00:00:00+00,Restaurant,10428,-78.6340625,35.78882326,M
1106609,04092021575,THE CRESCENT,8003 REGENCY PKY ,,CARY,NC,27518,(919) 450-8310,2009/07/15 00:00:00+00,Food Stand,10435,-78.79540806,35.72902722,M
1106610,04092021344,Lowes Foods #224 Deli,8100 Brier Creek PKY ,,RALEIGH,NC,27616,(919) 293-0294,2005/08/15 00:00:00+00,Food Stand,10450,-78.78577668,35.91011447,M
1106611,04092016485,ZAXBY'S #46101,995 DURHAM RD ,,WAKE FOREST,NC,27587,(919) 435-0387,2013/08/07 00:00:00+00,Restaurant,10460,-78.54660948,35.97593728,M
1106612,04092110485,LACY ELEMENTARY CAFETERIA,2001 LAKE BOONE  TRL ,,RALEIGH,NC,27607,(919) 881-4920 ext. 23387,2009/08/14 00:00:00+00,Public School Lunchrooms,10478,-78.68073671,35.81422342,M
1106613,04092018189,DUNKIN' DONUTS BASKIN ROBBINS #344346,3570 DAVIS DR ,,MORRISVILLE,NC,27560,(919) 469-4788,2019/09/27 00:00:00+00,Restaurant,10482,-78.84694048,35.81804247,M
1106614,04092021409,Costco Wholesale #645 Meat Department ,2838 Wake Forest RD ,,RALEIGH,NC,27609,(919) 755-2816,2006/10/24 00:00:00+00,Food Stand,10500,-78.62231539,35.81825512,M
1106615,04092018445,Vida Dulce Ice Cream Shop,1018 SHOPPES AT MIDWAY DR,Suite E,KNIGHTDALE,NC,27545,(919) 295-4190,2020/07/09 00:00:00+00,Restaurant,10506,-78.50727783,35.79843154,M
1106616,04092017168,BUFFALO BROTHERS GARNER,7245 WHITE OAK RD ,,GARNER,NC,27529,(919) 803-1939,2016/03/03 00:00:00+00,Restaurant,10512,-78.58073782,35.68789371,M
1106617,04092017913,Hummus Cafe,962-B Airport BLVD ,,Morrisville,NC,27560,(919) 650-1601,2018/07/19 00:00:00+00,Restaurant,10505,-78.82129441,35.85834068,M
1106618,04092016410,TIJUANA FLATS BURRITO CO. #182,161 GRAND HILL PL ,,HOLLY SPRINGS,NC,27540,(919) 629-7558,2013/04/15 00:00:00+00,Restaurant,10514,-78.84948074,35.66266499,M
1106619,04092021799,HAPPY AND HALE,443 FAYETTEVILLE ST ,,RALEIGH,NC,27601,(919) 307-4148,2014/06/24 00:00:00+00,Food Stand,10517,-78.63936414,35.77440995,M
1106620,04092016956,CITY BARBEQUE- GARNER,110 CABELA DR ,,GARNER,NC,27529,(919) 258-2009,2015/06/12 00:00:00+00,Restaurant,10519,-78.58356211,35.69799194,M
1106621,04092021708,Carlie C's IGA #820 Deli,1514 GARNER STATION BLVD ,,RALEIGH,NC,27603,(919) 329-0970,2012/06/01 00:00:00+00,Food Stand,10521,-78.65475896,35.72582345,M
1106622,04092016251,ANNAS PIZZERIA,138 S MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 285-2497,2012/09/04 00:00:00+00,Restaurant,10532,-78.80003832,35.58309804,M
1106623,04092025165,MEGA PIZZA,9101 LEESVILLE RD ,STE 125,RALEIGH,NC,27613,(919) 896-800,2018/03/20 00:00:00+00,Food Stand,10551,-78.72548207,35.8967595,M
1106624,04092016695,TIJUANA FLATS #193,7165 OKELLY CHAPEL  RD ,,CARY,NC,27519,(919) 629-3200,2014/05/16 00:00:00+00,Restaurant,10560,-78.88824644,35.84415135,M
1106625,04092030508,Tacos El Primo (WCID #800),105 NOTTINGHAM DR,,CARY,NC,27511-4914,(919) 656-7641,2020/12/09 00:00:00+00,Mobile Food Units,10588,-78.74148078,35.76748337,M
1106626,04092020974,Food Lion #247 Deli,4510 Capital Blv ,,RALEIGH,NC,27604-4353,(919) 876-8126,2000/07/01 00:00:00+00,Food Stand,10606,-78.57896604,35.84571366,M
1106627,04092017757,Michael's English Muffins,3611-114 Spring Forest RD ,,RALEIGH,NC,27616,(919) 615-0319,2017/12/15 00:00:00+00,Restaurant,10584,-78.57985951,35.8552556,M
1106628,04092020980,Food Lion #1669 Deli ,1601 CROSS LINK RD,,RALEIGH,NC,27610-4186,(919) 633-8250,2000/03/15 00:00:00+00,Food Stand,10607,-78.61481064,35.75482608,M
1106629,04092016936,BURGER 21,14220 BRADFORD GREEN SQUARE ,,CARY,NC,27519,(919) 462-0900,2015/06/01 00:00:00+00,Restaurant,10609,-78.84558396,35.79325638,M
1106630,04092011181,NC Farm Bureau Cafeteria,5301 GLENWOOD AVE ,,RALEIGH,NC,27612-3244,(919) 781-0547,1992/11/13 00:00:00+00,Restaurant,10611,-78.69211011,35.84689434,M
1106631,04092020555,Fast Food Mart,2285 New Hope Church Rd,,RALEIGH,NC,27604-1662,(919) 876-1666,1993/08/25 00:00:00+00,Food Stand,10619,-78.59952341,35.83532643,M
1106632,04092017941,MCDONALDS #11523,1805 N HARRISON AVE ,,CARY,NC,27513-3902,(919) 677-1424,2018/09/28 00:00:00+00,Restaurant,10630,-78.76916111,35.82979304,M
1106633,04092020977,Food Lion #757 Deli,1100-122 Raleigh BLVD ,,RALEIGH,NC,27610-1076,(919) 829-7077,2000/07/01 00:00:00+00,Food Stand,10608,-78.61277558,35.79430477,M
1106634,04092011394,McDonald's # 13334,6213 FALLS OF NEUSE RD ,,RALEIGH,NC,27609-3505,(919) 878-0085,1993/11/29 00:00:00+00,Restaurant,10645,-78.62123228,35.8674499,M
1106635,04092011309,Goodberry's Creamery,1407 Garner Station Blv,,RALEIGH,NC,27603,(919) 772-0205,1993/06/22 00:00:00+00,Restaurant,10643,-78.65163223,35.72484349,M
1106636,04092017052,NOODLES & COMPANY #866,1055 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 362-9153,2015/10/09 00:00:00+00,Restaurant,10662,-78.87238568,35.74374477,M
1106637,04092110112,Lufkin Middle School Cafeteria,1002 LUFKIN RD ,,APEX,NC,27539-8160,(919) 363-1090,1998/09/14 00:00:00+00,Public School Lunchrooms,10679,-78.83012663,35.71965767,M
1106638,04092110116,Reedy Creek Elem. Cafeteria,940 REEDY CREEK RD ,,CARY,NC,27513-3046,(919) 380-3660 ext. 21684,1999/08/04 00:00:00+00,Public School Lunchrooms,10681,-78.7681835,35.81273345,M
1106639,04092017586,MCDONALDS #3452,3810 LAKE BOONE TRL ,,RALEIGH,NC,27607-2927,(919) 781-0504,2017/05/01 00:00:00+00,Restaurant,10683,-78.69425696,35.81614942,M
1106640,04092030327,BBQ PROPER (WCID #596),3717 NATIONAL DR ,,RALEIGH,NC,27612,(919) 612-3128,2017/04/07 00:00:00+00,Mobile Food Units,10687,-78.66697352,35.8336285,M
1106641,04092017698,HWY 55 BURGERS SHAKES & FRIES,3421 N MAIN ST ,,FUQUAY VARINA,NC,27526,(919) 567-3007,2017/10/13 00:00:00+00,Restaurant,10647,-78.72399215,35.62460903,M
1106642,04092016483,VILLAGE DELI & GRILL LAKE BOONE TRAIL,2500 WYCLIFF RD ,,RALEIGH,NC,27607,(919) 803-1245,2013/08/06 00:00:00+00,Restaurant,10698,-78.692995,35.81676997,M
1106643,04092018476,Istanbul Restaurant & Cafe,914 KILDAIRE FARM  RD ,,CARY,NC,27511-3923,(919) 651-9608,2020/11/02 00:00:00+00,Restaurant,10721,-78.7820625,35.77335058,M
1106644,04092018008,FIVE BROS PIZZA,6300-182 Creedmoor RD ,,RALEIGH,NC,27612,(919) 594-1699,2018/12/27 00:00:00+00,Restaurant,10720,-78.67947283,35.87241027,M
1106645,04092015578,CANTINA 18,433  DANIELS  ST ,,RALEIGH,NC,27605,(919) 835-9911,2010/03/04 00:00:00+00,Restaurant,10722,-78.66157335,35.79001079,M
1106646,04092016133,HIBACHI CHINA BUFFET,2909  E MILLBROOK RD ,,RALEIGH,NC,27604,(919) 878-5688,2012/03/16 00:00:00+00,Restaurant,10726,-78.58213563,35.85057911,M
1106647,04092025150,Harris Teeter #367 Starbucks,14520 John Rex BLVD ,,RALEIGH,NC,27614,(919) 554-4167,2017/10/24 00:00:00+00,Food Stand,10728,-78.54281974,35.94700335,M
1106648,04092016933,BIRYANI XPRX,748-A E CHATHAM ST ,,CARY,NC,27511,(919) 377-1801,2015/05/26 00:00:00+00,Restaurant,10723,-78.76503719,35.79184391,M
1106649,04092011463,Philly Steak And Subs,4701 ATLANTIC AVE,,RALEIGH,NC,27604-8108,(919) 878-5748,1994/03/18 00:00:00+00,Restaurant,10736,-78.60292943,35.84801871,M
1106650,04092016774,BENELUX COFFEE,402-118 OBERLIN ROAD,,RALEIGH,NC,27605,(919) 900-8294,2014/10/02 00:00:00+00,Restaurant,10749,-78.6629145,35.78942926,M
1106651,04092016866,AWAZ'E ETHIOPIAN/ERITREAN CUISINE,904 NE MAYNARD RD ,,CARY,NC,27513,(919) 377-2599,2015/02/05 00:00:00+00,Restaurant,10758,-78.76838489,35.80043169,M
1106652,04092030418,Sadie's Fresh Cut Fries (WCID #708),2161 S Wilmington ST ,,RALEIGH,NC,27603,(919) 369-6742,2019/05/10 00:00:00+00,Mobile Food Units,10756,-78.64171063,35.75324624,M
1106653,04092016600,LUGANO RISTORANTE,1060 DARRINGTON DR ,,CARY,NC,27513,(919) 468-7229,2014/01/21 00:00:00+00,Restaurant,10763,-78.81615412,35.79989381,M
1106654,04092017626,NO. 1 PHO,5025 ARCO ST ,,CARY,NC,27519,(919) 297-2975,2017/06/01 00:00:00+00,Restaurant,10776,-78.88191924,35.83347908,M
1106655,04092021562,LOWES FOODS #239 PRODUCE,932 GATEWAY COMMONS  CIR ,,WAKE FOREST,NC,27587,(919) 554-0537,2009/03/03 00:00:00+00,Food Stand,10781,-78.4951784,35.96732914,M
1106656,04092016962,CHANTICLEER CAFE & BAKERY,6490 TRYON RD ,,CARY,NC,27518,(919) 781-4810,2015/06/22 00:00:00+00,Restaurant,10790,-78.76236898,35.74415808,M
1106657,04092017236,WINE & BEER 101,1228-104 HERITAGE LINKS DR ,,WAKE FOREST,NC,27587,(919) 554-4638,2016/06/03 00:00:00+00,Restaurant,10779,-78.5032074,35.94680932,M
1106658,04092016073,The Garden Grille & Bar (at Hilton Garden Inn),131 COLUMBUS AVE ,,CARY,NC,27518,(919) 377-0440,2011/12/21 00:00:00+00,Restaurant,10796,-78.73638591,35.7564409,M
1106659,04092018220,Casa Cubana,10901 Forest Pines DR ,,RALEIGH,NC,27614,(919) 435-8556,2019/11/06 00:00:00+00,Restaurant,10799,-78.54524907,35.9442777,M
1106660,04092021968,EDIBLE ARRANGEMENTS #1614,2481 WENDELL BLVD ,,WENDELL,NC,27591,(919) 374-8888,2016/07/08 00:00:00+00,Food Stand,10802,-78.3873955,35.79950629,M
1106661,04092110509,OAK VIEW ELEMENTARY SCHOOL CAFETERIA,11500 HOLLY SPRINGS NEW HILL ,,APEX,NC,27571,(919) 694-8885 ext. 23552,2016/07/06 00:00:00+00,Public School Lunchrooms,10808,0,0,U
1106662,04092025205,One Stop Shop,6809 Mitchell Mill Rd,,ZEBULON,NC,27597,(919) 562-7801,2018/09/11 00:00:00+00,Food Stand,10836,-78.43061926,35.89269165,M
1106663,04092016590,CARIBOU BRUEGGERS #312,3300 DURALEIGH RD ,,RALEIGH,NC,27612,(919) 787-9611,2013/12/17 00:00:00+00,Restaurant,10838,-78.70861775,35.82532536,M
1106664,04092017334,FIVE GUYS #1797,1075 PINE PLAZA BLVD ,,APEX,NC,27523,(919) 616-0011,2016/09/26 00:00:00+00,Restaurant,10817,-78.82917015,35.7478436,M
1106665,04092011677,Residence Inn Foodservice,1000 NAVAHO DR ,,RALEIGH,NC,27609-7311,(919) 878-6100,1995/04/28 00:00:00+00,Restaurant,10846,-78.62401365,35.82750878,M
1106666,04092110101,Hodge Road Elementary Cafeteria,2128 Mingo Bluff Blvd,,KNIGHTDALE,NC,27545,(919) 266-8599 ext. 21541,1995/09/12 00:00:00+00,Public School Lunchrooms,10857,-78.52263224,35.77684379,M
1106667,04092011771,Barnes And Noble,760 SE Maynard Road ,,CARY,NC,27511,(919) 467-3866,1995/11/20 00:00:00+00,Restaurant,10859,-78.76212909,35.76995678,M
1106668,04092016212,ABBEY ROAD TAVERN & GRILL,1195 W CHATHAM ST ,,CARY,NC,27513,(919) 481-4434,2012/07/16 00:00:00+00,Restaurant,10870,-78.80690314,35.77079471,M
1106669,04092018425,Hibachi Flavor,2822 New Birch  DR ,Suite 100,RALEIGH ,NC,27610,(919) 916-5162,2020/08/27 00:00:00+00,Restaurant,10878,-78.59888069,35.74570711,M
1106670,04092110482,EAST MILLBROOK MIDDLE SCHOOL CAFETERIA,3801 SPRING FOREST RD ,,RALEIGH,NC,27616,(919) 850-8755 ext. 27354,2009/08/14 00:00:00+00,Public School Lunchrooms,10885,-78.57481627,35.85784609,M
1106671,04092160063,HILLCREST RALEIGH AT CRABTREE VALLEY REHAB & HEALTHCARE,3830 BLUE RIDGE RD ,,RALEIGH,NC,27612,(919) 781-4900,2007/09/18 00:00:00+00,Institutional Food Service,10888,-78.68119169,35.83201899,M
1106672,04092017025,THE BERKELEY CAFE,217 W MARTIN ST ,,RALEIGH,NC,27601,(919) 828-9190,2015/09/21 00:00:00+00,Restaurant,10905,-78.64280742,35.77679382,M
1106673,04092017303,SHEETZ #607,40 CABELA DR ,,GARNER,NC,27529,(919) 662-1390,2016/08/16 00:00:00+00,Restaurant,10907,-78.58532113,35.69803233,M
1106674,04092016145,BUFFALO WILD WINGS #357,1300 VILLAGE MARKET PL ,,MORRISVILLE,NC,27560,(919) 469-7872,2012/03/28 00:00:00+00,Restaurant,10911,-78.81477704,35.80605417,M
1106675,04092021712,HARRIS TEETER #136 MEAT MARKET/SEAFOOD,9600 FALLS OF NEUSE RD ,,RALEIGH,NC,27615,(919) 676-6614,2012/07/10 00:00:00+00,Food Stand,10915,-78.60015155,35.90522894,M
1106676,04092040365,Who Loves Hot Dogs (WCID #408),903 N Smithfield RD ,,KNIGHTDALE,NC,27545,(954) 579-4173,2018/11/02 00:00:00+00,Pushcarts,10916,-78.48796476,35.79576936,M
1106677,04092018381,Wegmans #139 Main Kitchen/Sushi/Burger Bar/Skullery/Finished Product Cooler,3710 DAVIS DR,,CARY,NC,27519,(919) 415-0210,2020/06/10 00:00:00+00,Restaurant,10924,-78.85023067,35.82831621,M
1106678,04092018119,Osha Thai Kitchen and Sushi,242 S MAIN ST,,HOLLY SPRINGS,NC,27540-9094,(919) 601-9188,2019/06/24 00:00:00+00,Restaurant,10929,-78.83395027,35.64920445,M
1106679,04092014791,Arby's #7820,6725 Knightdale BLVD ,,KNIGHTDALE,NC,27545,(919) 217-9680,2007/02/06 00:00:00+00,Restaurant,10931,-78.50344651,35.79796245,M
1106680,04092018467,BULLSEYE GRILL,6501 MOUNT HERMAN RD ,,RALEIGH,NC,27617,(919) 802-2040,2020/10/22 00:00:00+00,Restaurant,10943,-78.76699446,35.90868392,M
1106681,04092014535,Thai House Cuisine,1408 Hardimont  RD,,RALEIGH,NC,27609,(919) 878-3379,2006/03/22 00:00:00+00,Restaurant,10948,-78.61511172,35.8362139,M
1106682,04092014536,Vivace,4209 Lassiter Mill RD,,RALEIGH,NC,27609,(919) 787-7747,2006/03/21 00:00:00+00,Restaurant,10949,-78.64524978,35.83964955,T
1106683,04092020681,A & K Food Mart #2,601 W Williams St ,P.O. BOX 220,APEX,NC,27502,(919) 303-5101,1995/10/17 00:00:00+00,Food Stand,10967,-78.86345442,35.73622526,M
1106684,04092016343,PLAZA CAFE,411 FAYETTEVILLE ST ,STE 109,RALEIGH,NC,27601,(919) 758-8759,2013/07/25 00:00:00+00,Restaurant,10978,-78.63883977,35.77508557,M
1106685,04092018484,Sinbad's Pizza & Seafood,3110  New Bern AVE ,Suite 114,RALEIGH,NC,27610,(919) 231-6456,2020/11/16 00:00:00+00,Restaurant,10984,-78.58674652,35.78850913,M
1106686,04092110105,Jones Dairy Elem. Sch. Cafeteria,1100 JONES DAIRY RD ,,WAKE FOREST,NC,27587-9055,(919) 562-6181 ext. 23998,1996/08/22 00:00:00+00,Public School Lunchrooms,10993,-78.47194576,35.94971409,M
1106687,04092015349,GENKI RESTAURANT & SUSHI BAR,3420 TEN TEN RD ,Suit 314,CARY,NC,27518,(919) 363-6636,2009/03/04 00:00:00+00,Restaurant,11000,-78.79278417,35.70189107,M
1106688,04092018309,Panera Bread #9206 at Wake Med,3000 NEW BERN AVE,,RALEIGH,NC,27610,(984) 247-8902,2020/01/27 00:00:00+00,Restaurant,11007,-78.58796297,35.78391423,M
1106689,04092018153,Union Special,2409 CRABTREE BLVD,,RALEIGH,NC,27604,(984) 200-3094,2019/08/23 00:00:00+00,Restaurant,11008,-78.61383129,35.80541069,M
1106690,04092016501,MCDONALD'S #35756,4212 WAKE FOREST RD ,,RALEIGH,NC,27609,(919) 862-1996,2013/08/30 00:00:00+00,Restaurant,11011,-78.61155667,35.83876688,M
1106691,04092030486,Buoy Bowls #3 (WCID #777),400 N SALEM ST ,,APEX,NC,27502-1434,(919) 924-4782,2020/07/09 00:00:00+00,Mobile Food Units,11015,-78.84910721,35.73460716,M
1106692,04092018191,Burger Fi RDU,2400 JOHN BRANTLEY BLVD,,MORRISVILLE,NC,27560,,2019/10/01 00:00:00+00,Restaurant,11028,-78.78942682,35.86970563,M
1106693,04092160072, THE OAKS AT MAYVIEW KITCHEN,513 E WHITAKER MILL RD ,,RALEIGH,NC,27608,(919) 828-4348,2009/10/01 00:00:00+00,Institutional Food Service,11039,-78.63296274,35.80745278,M
1106694,04092018231,Cha House,3001 HILLSBOROUGH ST,Suite 108,RALEIGH,NC,27607,(919) 594-1980,2019/11/15 00:00:00+00,Restaurant,11041,-78.67702669,35.78909106,M
1106695,04092018442,Subway,1478 Garner Station  Blvd,,Raleigh,NC,27603,(919) 772-2000,2020/09/10 00:00:00+00,Restaurant,11043,-78.65475896,35.72582345,M
1106696,04092017943,MCDONALDS #27548,3494 KILDAIRE FARM RD ,,CARY,NC,27518,(919) 363-9960,2018/09/28 00:00:00+00,Restaurant,11046,-78.79563566,35.70411834,M
1106697,04092018391,EL AMIGO MEXICAN RESTAURANT,404 W CHATHAM ST ,,CARY,NC,27511,(919) 317-0016,2020/06/26 00:00:00+00,Restaurant,11064,-78.78845716,35.78703957,M
1106698,04092021032,Lowes Foods #191 Deli,9600 STRICKLAND RD ,,RALEIGH,NC,27615-1937,(919) 847-5661,2000/08/01 00:00:00+00,Food Stand,11074,-78.65568292,35.90277448,M
1106699,04092300147,Food Lion #1484 Meat Market,2420 WYCLIFF RD ,,RALEIGH,NC,27607-2903,(919) 571-3638,2000/07/01 00:00:00+00,Meat Market,11075,-78.692995,35.81676997,M
1106700,04092016968,SULTAN'S DELI,1459 BEAVER CREEK COMMONS DR ,,APEX,NC,27502,(919) 367-6007,2015/07/31 00:00:00+00,Restaurant,11100,-78.88323254,35.74554013,M
1106701,04092018089,WYE HILL KITCHEN & BREWING,201 S BOYLAN AVE ,,RALEIGH,NC,27603,(984) 200-1189,2019/04/18 00:00:00+00,Restaurant,11108,-78.64902324,35.77828853,M
1106702,04092110522,Lincoln Heights Elementary School Cafeteria,307 Bridges ST ,,FUQUAY-VARINA,NC,27526,(919) 557-2592,2017/12/19 00:00:00+00,Public School Lunchrooms,11111,-78.80978033,35.59015148,M
1106703,04092110516,ROGERS LANE ELEMENTARY SCHOOL,201 N ROGERS LN ,,RALEIGH,NC,27610,(919) 694-8670 ext. 26975,2017/06/01 00:00:00+00,Public School Lunchrooms,11123,-78.54771309,35.77787434,M
1106704,04092014346,CARRABBA'S ITALIAN GRILL #8412,1201 HADDON HALL DR ,,APEX,NC,27502,(919) 387-6336,2005/07/01 00:00:00+00,Restaurant,11126,-78.87101375,35.74215088,M
1106705,04092018487,Refuel #121 Wendell,2301  Wendell Falls PKY ,,WENDELL,NC,27591,(919) 365-8470,2020/11/17 00:00:00+00,Restaurant,11140,-78.43703685,35.78041556,M
1106706,04092015567,MY WAY TAVERN,301  W CENTER ST ,,HOLLY SPRINGS,NC,27540,(919) 285-2142,2010/01/29 00:00:00+00,Restaurant,11149,-78.83406158,35.65096874,M
1106707,04092016006,MELLOW MUSHROOM,4300 NW CARY PKY ,,CARY,NC,27513,(919) 463-7779,2011/09/22 00:00:00+00,Restaurant,11154,-78.82814575,35.79020586,M
1106708,04092030505,Tacos Mi Tierra Caliente (WCID #792),4125 CAPITAL BLVD,Velero Gas Station,RALEIGH,NC,27604-3414,(919) 390-8544,2020/11/04 00:00:00+00,Mobile Food Units,11156,-78.58179053,35.83712238,M
1106709,04092016222,SUBWAY #41211,922 GATEWAY COMMON CIR ,,WAKE FOREST,NC,27587,(919) 562-5700,2012/07/09 00:00:00+00,Restaurant,11158,-78.4951784,35.96732914,M
1106710,04092025327,Fujisan @ Sam's Deli,3001 Calvary DR ,,RALEIGH,NC,27604,(919) 548-8650,2020/10/30 00:00:00+00,Food Stand,11177,-78.58500406,35.84648464,M
1106711,04092014655,Jersey Mike's #3091,2345 TIMBER DR ,,GARNER,NC,27529-2586,(919) 779-7827,2006/07/13 00:00:00+00,Restaurant,11185,-78.64123211,35.70222176,M
1106712,04092300267,PUBLIX #1466 MEAT,1020 BRADFORD PLAZA WAY,,CARY,NC,27513,(919) 460-2082,2014/10/28 00:00:00+00,Meat Market,11187,-78.84558396,35.79325638,M
1106713,04092015027,Poole's Diner,426  S McDowell ST ,,RALEIGH,NC,27607,(919) 832-4477,2007/12/11 00:00:00+00,Restaurant,11195,-78.64230399,35.77471765,M
1106714,04092022001,BIG CHEESE PIZZA,1030 N Rogers LN ,,RALEIGH,NC,27610,(919) 792-2245,2017/02/02 00:00:00+00,Food Stand,11203,-78.54836935,35.79167958,M
1106715,04092021924,FOOD LION #624 PRODUCE,2458 SW CARY PKY ,,CARY,NC,27513,(919) 481-0052,2015/12/09 00:00:00+00,Food Stand,11208,-78.82085718,35.76363975,M
1106716,04092016226,PENN STATION #260,6301  FALLS OF NEUSE RD ,#B,RALEIGH,NC,27609,(919) 896-6871,2012/07/16 00:00:00+00,Restaurant,11213,-78.62251606,35.86922851,M
1106717,04092014446,Carolina Ale House,7981 Skyland Ridge PKY ,,RALEIGH,NC,27606,(919) 957-4200,2005/12/02 00:00:00+00,Restaurant,11222,-78.78281819,35.91437536,M
1106718,04092014455,Pei Wei Asian Diner #108,10251 Little Brier Creek LN,,RALEIGH,NC,27617,(919) 484-4113,2005/12/01 00:00:00+00,Restaurant,11223,-78.78517004,35.91133497,M
1106719,04092021862,PAPA MURPHY'S NC046,3434 KILDAIRE FARMS RD ,SUITE 127,CARY,NC,27518,(919) 387-3500,2015/07/17 00:00:00+00,Food Stand,11224,-78.79563891,35.70595934,M
1106720,04092017001,NI ASIAN KITCHEN,8817 SIX FORKS RD ,,RALEIGH,NC,27615,(919) 916-5106,2015/07/28 00:00:00+00,Restaurant,11228,-78.65461142,35.89932701,M
1106721,04092021949,Circle K#2723100,6317 CREEDMOOR RD ,,RALEIGH,NC,27612-6709,(919) 870-1108,2016/03/16 00:00:00+00,Food Stand,11233,-78.68016239,35.87266067,M
1106722,04092021773,PAPA MURPHY'S NC #001,3639 SW CARY PKY ,,CARY,NC,27513,(919) 462-6364,2013/12/19 00:00:00+00,Food Stand,11237,-78.8379919,35.78179255,M
